,0,1,2,3,4,5,6,7,8,9
0,0.7889289327253308,-0.5171384527941801,0.2875979563119706,-0.5969255117346846,-0.15962328559505926,-0.3445990902926541,0.8325152405122692,0.24875001195064977,0.58218924761255,-0.05895821052421821
1,0.7740411100691856,-0.3781504733665875,0.12037749051934304,-0.47545237844158494,0.009941619287872818,-0.0756538911191443,0.537582839085446,0.21517407516674888,0.8028192610844772,-0.01077842465923781
2,1.1691296682913286,0.14349580248601962,0.08935236396687204,-0.02351448352770402,-0.13574863835515028,-0.06509253852572541,0.3956382729844566,0.6040851123397576,0.4196231637843092,0.2795166999425879
3,0.6580967431897923,-0.08310163517154434,-0.1206906482058185,-0.12334153129235317,0.06277347214787417,-0.3798939806538281,0.4929682602540117,0.1130805852321866,0.07786142643869746,-0.015646731145376933
4,0.5167545209061563,-0.2675997110376248,0.3728347263927887,-0.6706840360556667,-0.405229997053664,0.3957787662555281,0.6681084318255198,0.570666302191154,0.509027489925203,-0.17311621179085496
5,1.1089139261982766,-0.02295368576170898,0.27111134987068214,-0.7297434189146909,0.04818069137852062,-0.5371101849606323,0.42780082426484106,0.029782874444621455,0.24868757477942996,0.24725244986498718
6,0.8750164891644361,-0.225743993194985,-0.3183581007849185,0.15106328859826282,0.12934907913105706,-0.1286918140048749,0.32532102219683645,-0.5559212870594361,1.3704080198167945,0.3718632448411403
7,0.4632096529860727,-0.4936502676857415,0.09594920958450474,0.16407017414565397,-0.1634108633306833,0.27048997215239046,0.18782782278757304,0.5058018574559972,0.5673081961049267,0.24827198078648074
8,0.17082010803073314,-0.32261298978559105,0.1450395349684766,-0.3361097323734883,0.6730954697909931,-0.4782612857071994,0.18495011546019205,0.6740187508143779,0.7869047741656428,-0.07501372096135368
9,0.6927719455395744,-0.4452274092971177,0.036055637117316644,-0.7438757959852899,0.27876008887902004,-0.49300816601405356,0.3214559660566684,0.4556998204263438,0.3813409002582389,0.08628723286918358
10,0.6353587274813265,-0.521369135586435,0.1808265295619157,-0.5988538762968572,-0.3831694077276913,-0.18259713656273704,0.8203707520852731,0.36197896987360556,0.5941136013087671,-0.20865967403842883
11,0.5498043656183877,-0.10598206417161604,-0.09570175528312173,-0.729091848274141,-0.5857809904604708,0.45497488932447716,0.4529071759122075,0.4835946336617175,0.5747834920193368,0.1654568657030737
